,Timestamp,(d/dt)p,(d/dt)VE,PE,Roll,VE,p,Mu_roll,Flight Time (s)
1262,91870310.0,0.1047197551435704,-0.05380045800000971,-0.7107707,0.0075049157852892,0.1098486,-0.0157079632715351,-0.0005,63.1
1263,91870315.0,0.0436332313098253,-0.191427008,-0.7086322499999999,0.0069813170095713,0.1003776449999993,-0.010471975514357,-0.0005,63.150000000000006
1264,91870320.0,-0.0174532925239283,-0.2423405079999828,-0.7064938,0.0064577182338535,0.09090669,-0.0113446401405526,-0.0005,63.2
1265,91870325.0,0.1047197551435543,-0.2932540079999999,-0.70642555,0.005846852995516,0.076344385000001,-0.0122173047667498,0.0,63.25
1266,91870330.0,0.226892802811069,-0.24439960800000352,-0.7063573,0.0052359877571785,0.06178208,-0.0008726646261972,0.0005,63.3
1267,91870335.0,0.1658062789773314,-0.195545208,-0.70643155,0.0057595865328963,0.0521052150000006,0.010471975514357,0.0005,63.35
1268,91870340.0,0.1047197551435705,-0.1538071080000069,-0.7065058,0.0062831853086142,0.04242835,0.0157079632715359,0.0005,63.400000000000006
1269,91870345.0,0.1658062789773317,-0.112069008,-0.7089331999999999,0.0073303828600499,0.036925295,0.020943951028714,0.0005,63.45
1270,91870350.0,0.226892802811069,-0.018783957999997207,-0.7113606,0.0083775804114856,0.03142224,0.0322885911692691,0.0005,63.5
1271,91870355.0,0.1221730476674835,0.07450109199999999,-0.7136738500000002,0.0105592419769768,0.0352476900000002,0.0436332313098209,0.0,63.55
1272,91870360.0,0.0174532925239283,-0.03272415800000751,-0.7159871,0.0127409035424677,0.03907314,0.0445058959360174,-0.0005,63.6
1273,91870365.0,-0.0959931088816312,-0.139949408,-0.7185448500000002,0.0150098315705785,0.0321760649999995,0.0453785605622138,0.0,63.650000000000006
1274,91870370.0,-0.2094395102871409,-0.08665105799999401,-0.7211026,0.0172787595986891,0.02527899,0.0349065850478543,0.0005,63.7
1275,91870375.0,-0.1570796327153272,-0.03335270800000001,-0.7234877499999999,0.018500490075364,0.0237117500000001,0.0244346095334997,0.0005,63.75
1276,91870380.0,-0.1047197551435698,0.030428191999995396,-0.7258728999999999,0.019722220552039,0.02214451,0.0191986217763216,0.0005,63.8
1277,91870385.0,-0.14835298645339,0.094209092,-0.7272934999999998,0.0204203522529961,0.0269553599999996,0.0139626340191427,0.0005,63.85
1278,91870390.0,-0.1919862177632125,-0.008112107999996508,-0.7287140999999999,0.0211184839539533,0.03176621,0.0043633231309826,0.0005,63.900000000000006
1279,91870395.0,-0.0698131700957185,-0.11043330800000001,-0.7311097,0.0208566845660944,0.02634494,-0.0052359877571785,0.0005,63.95
1280,91870400.0,0.0523598775717851,-0.1141150679999917,-0.7335053,0.0205948851782355,0.02092367,-0.0026179938785892,0.0005,64.0
1281,91870405.0,0.1483529864533914,-0.11779682799999991,-0.7361913999999996,0.0205948851782355,0.0151342240000008,0.0,0.0,64.05
1282,91870410.0,0.2443460953349976,-0.0803252730000082,-0.7388775,0.0205948851782355,0.009344778,0.0122173047667498,-0.0005,64.10000000000001
1283,91870415.0,0.1658062789773196,-0.04285371799999991,-0.74226385,0.0218166156549105,0.0073024875,0.0244346095334997,0.0,64.15
1284,91870420.0,0.0872664626196416,-0.017923058000000006,-0.7456502,0.0230383461315854,0.005260197,0.0287979326644818,0.0005,64.2
1285,91870425.0,0.0087266462619826,0.007007601999999892,-0.7488859,0.0246964089213586,0.0057109725,0.0331612557954639,0.0005,64.25
1286,91870430.0,-0.0698131700957133,0.021467302000002592,-0.7521216,0.0263544717111318,0.006161748,0.0296705972906801,0.0005,64.3
1287,91870435.0,-0.1919862177632493,0.03592700199999989,-0.7551579000000004,0.0276634686504266,0.0080584935000002,0.0261799387858925,0.0005,64.35000000000001
1288,91870440.0,-0.314159265430711,0.03553225199999729,-0.7581941999999999,0.0289724655897211,0.009955239,0.0104719755143551,0.0005,64.4
1289,91870445.0,-0.1047197551435556,0.03513750199999999,-0.7598436,0.0287106662018622,0.0118125094999999,-0.0052359877571785,0.0005,64.45
1290,91870450.0,0.1047197551435702,0.0916948969999893,-0.761493,0.0284488668140032,0.01366978,-3.8163916471489756e-16,0.0005,64.5
1291,91870455.0,0.0087266462619719,0.148252292,-0.7632581499999997,0.0287106662018621,0.0211827899999989,0.0052359877571785,0.0005,64.55
1292,91870460.0,-0.0872664626196419,0.1504913920000107,-0.7650233,0.0289724655897211,0.0286958,0.0008726646261968,0.0005,64.60000000000001
1293,91870465.0,-0.0261799387858967,0.152730492,-0.7656749,0.0287979326644818,0.03643272,-0.0034906585047856,0.0,64.65
1294,91870470.0,0.0349065850478568,0.09689894199999989,-0.7663264999999999,0.0286233997392425,0.04416964,-0.0017453292523928,-0.0005,64.7
1295,91870475.0,-0.0523598775717948,0.04106739199999989,-0.76518975,0.0286233997392425,0.046323405,0.0,-0.0005,64.75
1296,91870480.0,-0.1396263401914267,0.1326457420000161,-0.764053,0.0286233997392425,0.04847717,-0.0069813170095723,-0.0005,64.8
1297,91870485.0,-0.1570796327153356,0.2242240919999999,-0.7616839499999997,0.0279252680382853,0.0597887700000016,-0.0139626340191426,0.0,64.85000000000001
1298,91870490.0,-0.1745329252392846,0.11431399199998389,-0.7593148999999999,0.0272271363373283,0.07110037,-0.0226892802811059,0.0005,64.9
1299,91870495.0,-0.1047197551435556,0.004403891999999993,-0.7557039,0.0256563400101747,0.07142096,-0.0314159265430711,0.0005,64.95
